stem,company,company_present,company_len,date,date_present,date_len,address,address_present,address_len,total,total_present,total_len,total_format
X51005676538,SYARIKAT PERNIAGAAN GIN KEE,True,27,04/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,44.73,True,5,NNN.NN       e.g. 9.00
X51005676539,SYARIKAT PERNIAGAAN GIN KEE,True,27,10/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,23.32,True,5,NNN.NN       e.g. 9.00
X51005676540,SYARIKAT PERNIAGAAN GIN KEE,True,27,11/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,116.28,True,6,NNN.NN       e.g. 9.00
X51005676541,SYARIKAT PERNIAGAAN GIN KEE,True,27,03/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,94.87,True,5,NNN.NN       e.g. 9.00
X51005676543,SYARIKAT PERNIAGAAN GIN KEE,True,27,02/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,13.25,True,5,NNN.NN       e.g. 9.00
X51005676544,SYARIKAT PERNIAGAAN GIN KEE,True,27,02/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,2.12,True,4,NNN.NN       e.g. 9.00
X51005676545,SYARIKAT PERNIAGAAN GIN KEE,True,27,13/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,6.36,True,4,NNN.NN       e.g. 9.00
X51005676546,SYARIKAT PERNIAGAAN GIN KEE,True,27,11/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,21.20,True,5,NNN.NN       e.g. 9.00
X51005676547,SYARIKAT PERNIAGAAN GIN KEE,True,27,13/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,12.72,True,5,NNN.NN       e.g. 9.00
X51005676549,SYARIKAT PERNIAGAAN GIN KEE,True,27,02/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,39.75,True,5,NNN.NN       e.g. 9.00
X51005677328,SYARIKAT PERNIAGAAN GIN KEE,True,27,12/02/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,5.30,True,4,NNN.NN       e.g. 9.00
X51005677329,SYARIKAT PERNIAGAAN GIN KEE,True,27,12/02/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,270.30,True,6,NNN.NN       e.g. 9.00
X51005677331,SYARIKAT PERNIAGAAN GIN KEE,True,27,03/02/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,60.95,True,5,NNN.NN       e.g. 9.00
X51005677332,SYARIKAT PERNIAGAAN GIN KEE,True,27,12/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,7.95,True,4,NNN.NN       e.g. 9.00
X51005677334,SYARIKAT PERNIAGAAN GIN KEE,True,27,31/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,82.68,True,5,NNN.NN       e.g. 9.00
X51005677335,SYARIKAT PERNIAGAAN GIN KEE,True,27,24/01/2018,True,10,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.",True,54,74.20,True,5,NNN.NN       e.g. 9.00
X51005677339,BEYOND BROTHERS HARDWARE,True,24,05/02/2018,True,10,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR",True,70,63.60,True,5,NNN.NN       e.g. 9.00
X51005685355,RESTORAN IBRAHIM MAJU SB,True,24,19/03/2018,True,10,"NO.2, GROUND FLOOR, JALAN REKO SENTRAL 8 TAMAN REKO SENTRAL, 43000 KAJANG SELANGOR DE",True,85,5.30,True,4,NNN.NN       e.g. 9.00
X51005685357,FARMASI MALURI S/B,True,18,02/03/18,True,8,"23, JIN BURUNG JENTAYU, TMN BUKIT MALURI, KEPONG, 52100 KL.",True,59,79.35,True,5,NNN.NN       e.g. 9.00
X51005705722,ASO ELECTRICAL TRADING SDN BHD,True,30,27/09/2017,True,10,"NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGIR.",True,90,248.05,True,6,NNN.NN       e.g. 9.00
X51005705760,TRI SHAAS SDN BHD,True,17,10/08/2017,True,10,"4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR",True,73,21.40,True,5,NNN.NN       e.g. 9.00
X51005705804,ASO ELECTRICAL TRADING SDN BHD,True,30,04/12/2017,True,10,"NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR.",True,90,99.00,True,5,NNN.NN       e.g. 9.00
X51005711401,RESTORAN WAN SHENG,True,18,19-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,6.00,True,4,NNN.NN       e.g. 9.00
X51005711403,RESTORAN WAN SHENG,True,18,19-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,9.10,True,4,NNN.NN       e.g. 9.00
X51005711404,RESTORAN WAN SHENG,True,18,14-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,4.80,True,4,NNN.NN       e.g. 9.00
X51005711441,RESTORAN WAN SHENG,True,18,21-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,6.70,True,4,NNN.NN       e.g. 9.00
X51005711442,RESTORAN WAN SHENG,True,18,16-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,9.60,True,4,NNN.NN       e.g. 9.00
X51005711445,RESTORAN WAN SHENG,True,18,12-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,7.00,True,4,NNN.NN       e.g. 9.00
X51005711447,RESTORAN WAN SHENG,True,18,14-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,2.30,True,4,NNN.NN       e.g. 9.00
X51005711451,RSTORAN WAN SHENG,True,17,05-03-2018,True,10,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,85,6.00,True,4,NNN.NN       e.g. 9.00
X51005711452,GERBANG ALAF RESTAURANTS SDN BHD,True,32,21/03/2018,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",True,89,25.40,True,5,NNN.NN       e.g. 9.00
X51005711453,GERBANG ALAF RESTAURANTS SDN BHD,True,32,10/03/2018,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",True,89,8.50,True,4,NNN.NN       e.g. 9.00
X51005711454,PAPPARICH BMC,True,13,24 MAR 18,True,9,"JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA",True,80,72.93,True,5,NNN.NN       e.g. 9.00
X51005711456,MIZU MENTAI SDN. BHD.,True,21,31-03-2018,True,10,"NO: 1-1&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR",True,66,65.55,True,5,NNN.NN       e.g. 9.00
X51005712017,GERBANG ALAF RESTAURANTS SDN BHD,True,32,18/03/2018,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",True,89,13.10,True,5,NNN.NN       e.g. 9.00
X51005712021,HAPPY SNACKS ENTERPRISE,True,23,20/03/2018,True,10,"19 & 19A, JALAN MERANTI 2A, SEKSYEI BANDAR BARU BATANG KALI, 44300",True,66,26.82,True,5,NNN.NN       e.g. 9.00
X51005712038,SWC ENTERPRISE SDN BHD,True,22,28/03/2018,True,10,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOR",True,76,30.00,True,5,NNN.NN       e.g. 9.00
X51005712039,L TWO FLORIST & HANDICRAFT,True,26,21/03/2018,True,10,"NO.49, JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI, SELANGOR.",True,79,9.00,True,4,NNN.NN       e.g. 9.00
X51005715010,WATSON'S PERSONAL CARE STORES SDN BHD,True,37,25032018,True,8,"USJ SUMMIT, SUBANG (SS)",True,23,RM41.45,True,7,CCY+amount   e.g. MYR 9.00
X51005715451,POPULAR BOOK CO. (M) SDN BHD,True,28,06/02/18,True,8,"NO 8, JALAN 7/118B, DESA TAN RAZAH 56000 KUALA LUMPUR, MALAYSIA KSL CITY",True,72,14.65,True,5,NNN.NN       e.g. 9.00
X51005715456,KHE ELECTRICAL TRADING,True,22,22/03/2018,True,10,"33-G JALAN MAJU 3/1 TAMAN LEMBAH MAJU CHERAS, 56100 KL",True,54,101.75,True,6,NNN.NN       e.g. 9.00
X51005717526,GERBANG ALAF RESTAURANTS SDN BHD,True,32,02/03/2018,True,10,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",True,89,28.50,True,5,NNN.NN       e.g. 9.00
X51005719814,TK DIVISION KITCHEN SDN BHD,True,27,17/1/2018,True,9,"19-1. JALAN MALINJA 2, TAMAN BUNGA RAYA, 53100 SETAPAK, KUALA LUMPUR.",True,69,RM 29.70,True,8,CCY+amount   e.g. MYR 9.00
X51005719856,GOLDEN SCOOP SDN BHD,True,20,16/02/2018,True,10,"A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUR MALAYSIA",True,102,21.50,True,5,NNN.NN       e.g. 9.00
X51005719862,99 SPEED MART S/B,True,17,03-02-18,True,8,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1934-LAMAN RIMBUNAN",True,85,3.70,True,4,NNN.NN       e.g. 9.00
X51005719864,FUN N CHEER (MALURI),True,20,05/01/2018,True,10,"LOT 37636 , JALAN 6/37A, TAMAN BUKIT MALURI , 52100 KUALA LUMPUR",True,64,29.80,True,5,NNN.NN       e.g. 9.00
X51005719873,CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE,True,46,21/01/2018,True,10,"SHELL STATION PT15944, MUKIM BATU, JLN BESAR KEPONG",True,51,RM8.60,True,6,CCY+amount   e.g. MYR 9.00
X51005719874,NADEJE PRESTIGE SDN BHD,True,23,2018/02/22,True,10,"LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 47500 PETALING JAYA.",True,111,RM39.00,True,7,CCY+amount   e.g. MYR 9.00
X51005719882,99 SPEED MART S/B,True,17,17-02-18,True,8,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1181-TMN SRI SINAR",True,84,213.00,True,6,NNN.NN       e.g. 9.00
X51005719883,99 SPEED MART S/B,True,17,17-02-18,True,8,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1362-JLN DEVELOPMENT",True,86,108.50,True,6,NNN.NN       e.g. 9.00
X51005719886,SUNFISH,True,7,05/01/2018,True,10,22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK B.CAVES,True,44,28.70,True,5,NNN.NN       e.g. 9.00
X51005719893,MR . DAKGALBI SOLARIS,True,21,2018-01-05,True,10,"NO.J-G-02, SOHO KI, SOLARIS MONT KIERA, 50 480 KL",True,49,71.00,True,5,NNN.NN       e.g. 9.00
X51005719896,THE STORE (MALAYSIA) SDN BHD,True,28,14-01-2018,True,10,"LOT 34817 JALAN BATU AMBAR TAMAN KOK LIAN 51200 KUALA LUMPUR,",True,61,35.80,True,5,NNN.NN       e.g. 9.00
X51005719899,LITTLE CRAVINGS SDN BHD,True,23,18-03-2018,True,10,"HQ: 7, JLN SS21/34, 47400 PJ",True,28,RM53.60,True,7,CCY+amount   e.g. MYR 9.00
X51005719902,KING'S CONFECTIONERY S/B,True,24,11/03/18,True,8,"NO.41, JALAN SERI BINTANG 2 TAMAN SRI BINTANG, 52100 KUALA LUMPUR.",True,66,25.15,True,5,NNN.NN       e.g. 9.00
X51005719904,YAM FRESH,True,9,2018-03-18,True,10,"NO. 145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR",True,74,RM29.30,True,7,CCY+amount   e.g. MYR 9.00
X51005719906,ZEN AND COFFEE 28 S/B,True,21,25 MAR 2018,True,11,"NO 53, JALAN 3/62A, BANDAR MENJALARA, 52200 KUALA LUMPUR.",True,57,105.00,True,6,NNN.NN       e.g. 9.00
X51005719912,GUARDIAN HEALTH AND BEAUTY SDN BHD,True,34,04/03/18,True,8,GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL,True,47,12.00,True,5,NNN.NN       e.g. 9.00
X51005719914,MR. D. I. Y. (KUCHAI) SDN BHD,True,29,16-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,53.30,True,5,NNN.NN       e.g. 9.00
X51005719917,DOMMAL FOOD SERVICES SDN BHD,True,28,26/03/18,True,8,"D-08, M AVENUE , JLN 1 / 38A SEGAMBUT BAHAGIA 51200 KUALA LUMPUR",True,64,60.60,True,5,NNN.NN       e.g. 9.00
X51005722668,MY HAPPY PHARMACY PLT,True,21,01/02/2018,True,10,"NO 12 GF, JALAN MAMANDA 5, TAMAN DATO AHMAD RAZALI, JALAN AMPANG, 68000 AMPANG, SELANGOR.",True,89,20.50,True,5,NNN.NN       e.g. 9.00
X51005722699,POPULAR BOOK CO. (M) SDN BHD,True,28,11/02/18,True,8,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE",True,83,11.80,True,5,NNN.NN       e.g. 9.00
X51005724554,KEDAI PAPAN YEW CHUAN,True,21,28/02/2018,True,10,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",True,46,101.76,True,6,NNN.NN       e.g. 9.00
X51005724621,KEDAI PAPAN YEW CHUAN,True,21,06/03/2018,True,10,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",True,46,127.20,True,6,NNN.NN       e.g. 9.00
X51005724627,KEDAI PAPAN YEW CHUAN,True,21,31/03/2018,True,10,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",True,46,174.90,True,6,NNN.NN       e.g. 9.00
X51005724629,KEDAI PAPAN YEW CHUAN,True,21,17/03/2018,True,10,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.",True,46,174.90,True,6,NNN.NN       e.g. 9.00
X51005741944,BHPETROL SUBANG AIRPORT,True,23,18-01-2018,True,10,JALAN LAPANGAN TERBANG SUBANG 47200 SUBANG SELANGOR,True,51,41.95,True,5,NNN.NN       e.g. 9.00
X51005742068,BHPETROL PALEKBANG,True,18,24-03-2018,True,10,"LOT 1626, MUKIM KAMPUNG LAUT TUMPAT 16200 PALEKBANG, KELANTAN",True,61,6.00,True,4,NNN.NN       e.g. 9.00
X51005745183,BILLION SIX ENTERPRISE,True,22,22/02/2018,True,10,"NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM.",True,57,63.80,True,5,NNN.NN       e.g. 9.00
X51005745187,SLF CASH & CARRY,True,16,03/02/2018,True,10,"NO. 15. JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG. 40000 SHAH ALAM. SEL.",True,76,21.20,True,5,NNN.NN       e.g. 9.00
X51005745188,SLF CASH & CARRY,True,16,02/02/2018,True,10,"NO.15, JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SEL.",True,75,48.00,True,5,NNN.NN       e.g. 9.00
X51005745190,SUPER SEVEN CASH & CARRY SDN BHD,True,32,12-02-2018,True,10,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150",True,79,RM367.10,True,8,CCY+amount   e.g. MYR 9.00
X51005745214,99 SPEED MART S/B,True,17,07-02-18,True,8,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR",True,64,45.35,True,5,NNN.NN       e.g. 9.00
X51005745249,URBAN IDEA SDN BHD,True,18,27/02/2018,True,10,"A-G-06, DATARAN GLOMAC, JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, MALAYSIA",True,103,RM22.65,True,7,CCY+amount   e.g. MYR 9.00
X51005745296,KMF FOODICIOUS SDN BHD,True,22,09-04-2018,True,10,"NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR.",True,61,31.00,True,5,NNN.NN       e.g. 9.00
X51005746140,YONG CEN ENTERPRISE,True,19,02/03/2018,True,10,"9, JALAN SUBANG JASA 3, 40150 SHAN ALAM, SELANGOR.",True,50,63.35,True,5,NNN.NN       e.g. 9.00
X51005749895,MR. D. I. Y. (M) SDN BHD,True,24,02-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,71.90,True,5,NNN.NN       e.g. 9.00
X51005749905,ENW HARDWARE CENTRE (M) SDN BHD,True,31,10/03/2018,True,10,"NO: G3, BLK G, JIN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.",True,86,34.00,True,5,NNN.NN       e.g. 9.00
X51005749912,MR. D.I.Y. (M) SDN BHD,True,22,28/03/18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,38.80,True,5,NNN.NN       e.g. 9.00
X51005757199,POPULAR BOOK CO. (M) SDN BHD,True,28,01/03/18,True,8,"NO 8. JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA",True,63,4.00,True,4,NNN.NN       e.g. 9.00
X51005757201,AEON CO. (M) BHD.,True,17,28/02/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS ,55100 KUALA LUMPUR",True,81,88.95,True,5,NNN.NN       e.g. 9.00
X51005757235,AEON CO. (M) BHD,True,16,09/03/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,31.00,True,5,NNN.NN       e.g. 9.00
X51005757243,POPULAR BOOK CO. (M) SDN BHD,True,28,11/03/18,True,8,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSI.",True,63,5.75,True,4,NNN.NN       e.g. 9.00
X51005757248,AEON CO. (M) BHD,True,16,12/03/2018,True,10,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,81,42.50,True,5,NNN.NN       e.g. 9.00
X51005757273,MR. D.I.Y. (KUCHAI) SDN BHD,True,27,12-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,45.00,True,5,NNN.NN       e.g. 9.00
X51005757286,TSH POWER HARDWARE TRADING,True,26,10/10/2017,True,10,"13-1, JALAN PJU 5/10, DATARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR",True,84,8.00,True,4,NNN.NN       e.g. 9.00
X51005757290,MR. D.I.Y. (M) SDN BHD,True,22,17-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,42.90,True,5,NNN.NN       e.g. 9.00
X51005757294,MR. D.I.Y. (M) SDN BHD,True,22,18-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,10.60,True,5,NNN.NN       e.g. 9.00
X51005757304,BAIFU (M) SDN BHD,True,17,20/03/2018,True,10,"DAISO JAPAN, IOI MALL",True,21,35.40,True,5,NNN.NN       e.g. 9.00
X51005757323,MR. D.I.Y. (M) SDN BHD,True,22,26-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,28.00,True,5,NNN.NN       e.g. 9.00
X51005757324,MR. D.I.Y. (M) SDN BHD,True,22,25-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,50.80,True,5,NNN.NN       e.g. 9.00
X51005757346,MR. D.I.Y. (M) SDN BHD,True,22,23-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,26.10,True,5,NNN.NN       e.g. 9.00
X51005757349,GOLDEN KEY MAKER,True,16,24-MAR-2018,True,11,"NO 5, JALAN KENARI 2, BANDAR PUCHONG JAYA, 47100 PUCHONG, SELANGOR",True,66,21.00,True,5,NNN.NN       e.g. 9.00
X51005757351,MR. D.I.Y. (M) SDN BHD,True,22,24-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,14.90,True,5,NNN.NN       e.g. 9.00
X51005757353,MR. D.I.Y. (M) SDN BHD,True,22,24-03-18,True,8,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,96,12.30,True,5,NNN.NN       e.g. 9.00
X51005763940,ELITETRAX MARKETING SDN BHD,True,27,11.02.18,True,8,"LOT 1F-01&02,1ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA",True,90,60.00,True,5,NNN.NN       e.g. 9.00
X51005806678,KAISON FURNISHING SDN BHD,True,25,29-01-18,True,8,"L4-17 (B), LEVEL 4, UP2-01, MELAWATI MALL, 355, JALAN BANDAR MELAWATI, PUSAT BANDAR MELAWATI, 53100 KUALA LUMPUR.",True,113,7838.80,True,7,NNN.NN       e.g. 9.00
X51005806679,LEE WAH FLORIST SDN BHD,True,23,02/02/2018,True,10,"129, JALAN TUN H.S LEE, 50000 KUALA LUMPUR.",True,43,374.20,True,6,NNN.NN       e.g. 9.00
X51005806685,ADVANCO COMPANY,True,15,17/01/2018,True,10,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR",True,76,29.00,True,5,NNN.NN       e.g. 9.00
X51005806698,ADVANCO COMPANY,True,15,28/02/2018,True,10,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR",True,76,10.45,True,5,NNN.NN       e.g. 9.00
X51005806702,SINNATHAMBY HOLDINGS SDN. BHD.,True,30,06/02/2018,True,10,"NO.17, 18 & 41, JALAN BESAR, 39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG",True,71,13.50,True,5,NNN.NN       e.g. 9.00
X51005806703,SINNATHAMBY HOLDINGS SDN. BHD.,True,30,06/02/2018,True,10,"NO.17,18 & 41,JALAN BESAR,39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG",True,68,109.70,True,6,NNN.NN       e.g. 9.00
X51005806716,ADVANCO COMPANY,True,15,17/01/2018,True,10,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR",True,76,7.00,True,4,NNN.NN       e.g. 9.00
X51005889296,IKANO HANDEL SDN BHD,True,20,25/04/18,True,8,NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR,True,52,22.00,True,5,NNN.NN       e.g. 9.00
X51006008057,TRENDYMAX (M) SDN. BHD.,True,23,15/01/2018,True,10,"P6, BLOCK C, GM KLANG WHOLESALE CITY, JALAN KASUARINA 1, 41200 KLANG, SELANGOR D.E.",True,83,329.10,True,6,NNN.NN       e.g. 9.00
X51006008073,PRINT EXPERT SDN BHD,True,20,12/01/2018,True,10,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",True,66,100.00,True,6,NNN.NN       e.g. 9.00
X51006008074,PRINT EXPERT SDN BHD,True,20,12/01/2018,True,10,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR",True,66,4.25,True,4,NNN.NN       e.g. 9.00
X51006008086,POPULAR BOOK CO. (M) SDN BHD,True,28,24/01/18,True,8,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA",True,63,30.10,True,5,NNN.NN       e.g. 9.00
X51006008089,POPULAR BOOK CO. (M) SDN BHD,True,28,27/02/18,True,8,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA",True,63,41.00,True,5,NNN.NN       e.g. 9.00
X51006008091,POPULAR BOOK CO. (M) SDN BHD,True,28,05/03/18,True,8,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA",True,63,9.90,True,4,NNN.NN       e.g. 9.00
X51006008095,BOON SENG PAPER SDN BHD,True,23,19/03/2018,True,10,"12, JALAN BUNGA TANJUNG,2/16 SEKSYEN 2,40000 SHAH ALAM, SELANGOR",True,64,31.80,True,5,NNN.NN       e.g. 9.00
X51006008197,RELAIS TOTAL OULMES,True,19,30/03/2018,True,10,AUTOROUTE RABAT MEKNES 15000 KHEMISSET,True,38,56.00,True,5,NNN.NN       e.g. 9.00
X51006311758,TONYMOLY VIVA CITY,True,18,29/03/2018,True,10,"UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.",True,72,100.60,True,6,NNN.NN       e.g. 9.00
