stem,width,height,aspect,megapixels,brightness,contrast,flag_dark,flag_low_cont,flag_tiny,any_flag
X51006619780,932,1659,1.78,1.546,247.1,27.0,False,True,False,True
X51006619783,928,2068,2.23,1.919,247.6,16.2,False,True,False,True
X51006619785,880,2900,3.3,2.552,231.1,24.9,False,True,False,True
X51006619854,888,1677,1.89,1.489,225.1,39.7,False,True,False,True
X51006619862,884,1833,2.07,1.62,235.8,20.2,False,True,False,True
X51006620161,884,2376,2.69,2.1,239.1,36.8,False,True,False,True
X51006620176,888,1813,2.04,1.61,228.0,27.0,False,True,False,True
X51006620181,936,1321,1.41,1.236,238.8,34.9,False,True,False,True
X51006620186,888,2603,2.93,2.311,224.3,38.0,False,True,False,True
X51006620187,932,1432,1.54,1.335,247.3,21.6,False,True,False,True
X51006620189,884,2620,2.96,2.316,227.2,38.7,False,True,False,True
X51006620190,888,2038,2.3,1.81,227.5,35.4,False,True,False,True
X51006620191,884,1979,2.24,1.749,242.5,35.5,False,True,False,True
X51006620414,932,2044,2.19,1.905,237.3,42.1,False,False,False,False
X51006647932,623,1079,1.73,0.672,245.9,32.0,False,True,False,True
X51006679216,623,1607,2.58,1.001,244.3,34.6,False,True,False,True
X51006679222,615,1347,2.19,0.828,246.1,32.0,False,True,False,True
X51006713996,731,1324,1.81,0.968,202.8,61.5,False,False,False,False
X51006714065,754,1279,1.7,0.964,212.2,52.1,False,False,False,False
X51006733494,932,1812,1.94,1.689,249.3,19.8,False,True,False,True
X51006828217,884,1840,2.08,1.627,231.2,41.5,False,False,False,False
X51006856981,816,2156,2.64,1.759,245.7,22.0,False,True,False,True
X51006857071,888,2016,2.27,1.79,240.3,39.9,False,True,False,True
X51006857265,884,2104,2.38,1.86,228.1,47.5,False,False,False,False
X51006857660,932,2143,2.3,1.997,232.4,50.6,False,False,False,False
X51006867435,532,1336,2.51,0.711,237.6,27.9,False,True,False,True
X51006867436,532,1502,2.82,0.799,227.1,28.4,False,True,False,True
X51006882603,436,1488,3.41,0.649,232.7,49.6,False,False,False,False
X51006912960,4854,6712,1.38,32.58,252.8,21.7,False,True,False,True
X51006912972,4961,7016,1.41,34.806,253.0,21.7,False,True,False,True
X51006912974,4961,7016,1.41,34.806,253.0,22.2,False,True,False,True
X51006913007,4961,7016,1.41,34.806,251.2,30.4,False,True,False,True
X51006913019,4961,7016,1.41,34.806,246.6,43.5,False,False,False,False
X51006913023,4961,7016,1.41,34.806,253.0,22.0,False,True,False,True
X51006913024,4961,7016,1.41,34.806,252.9,22.5,False,True,False,True
X51006913028,4961,7016,1.41,34.806,252.9,22.4,False,True,False,True
X51006913030,4961,7016,1.41,34.806,252.9,22.2,False,True,False,True
X51006913031,4961,7016,1.41,34.806,253.2,21.0,False,True,False,True
X51006913051,4961,7016,1.41,34.806,252.7,23.3,False,True,False,True
X51006913054,4846,6689,1.38,32.415,253.0,21.0,False,True,False,True
X51006913055,4961,7016,1.41,34.806,252.4,24.9,False,True,False,True
X51006913059,4961,7016,1.41,34.806,253.0,22.0,False,True,False,True
X51006913068,4961,7016,1.41,34.806,253.6,18.5,False,True,False,True
X51006913070,4961,7016,1.41,34.806,252.9,22.6,False,True,False,True
X51006913073,4961,7016,1.41,34.806,252.8,23.1,False,True,False,True
X51006913074,4961,7016,1.41,34.806,252.3,25.2,False,True,False,True
X51007103578,740,1698,2.29,1.257,237.0,43.7,False,False,False,False
X51007103599,792,1301,1.64,1.03,233.3,50.9,False,False,False,False
X51007103639,753,1445,1.92,1.088,231.5,53.4,False,False,False,False
X51007103641,787,1490,1.89,1.173,232.0,51.9,False,False,False,False
X51007103643,825,1568,1.9,1.294,219.6,79.2,False,False,False,False
X51007103675,741,1428,1.93,1.058,238.0,43.4,False,False,False,False
X51007103681,864,1213,1.4,1.048,232.5,53.7,False,False,False,False
X51007103688,842,1280,1.52,1.078,227.8,61.8,False,False,False,False
X51007103691,831,1695,2.04,1.409,233.6,54.8,False,False,False,False
X51007103692,775,1500,1.94,1.163,237.3,44.6,False,False,False,False
X51007103702,814,1374,1.69,1.118,214.1,85.0,False,False,False,False
X51007135037,735,1689,2.3,1.241,237.9,43.9,False,False,False,False
X51007135247,704,1404,1.99,0.988,230.1,57.1,False,False,False,False
X51007225398,624,1273,2.04,0.794,242.0,42.0,False,False,False,False
X51007225399,621,1526,2.46,0.948,241.8,40.5,False,False,False,False
X51007225417,622,1428,2.3,0.888,243.6,38.4,False,True,False,True
X51007225442,621,1280,2.06,0.795,240.1,31.6,False,True,False,True
X51007228448,616,1032,1.68,0.636,234.2,45.9,False,False,False,False
X51007231336,4961,7016,1.41,34.806,252.9,22.5,False,True,False,True
X51007231338,4961,7016,1.41,34.806,252.0,26.7,False,True,False,True
X51007231344,4961,7016,1.41,34.806,252.8,23.1,False,True,False,True
X51007231361,4945,6981,1.41,34.521,251.8,26.5,False,True,False,True
X51007231365,4961,7016,1.41,34.806,251.6,28.6,False,True,False,True
X51007231370,4961,7016,1.41,34.806,253.0,21.9,False,True,False,True
X51007231374,4961,7016,1.41,34.806,253.0,22.1,False,True,False,True
X51007262315,616,1614,2.62,0.994,237.8,45.8,False,False,False,False
X51007262328,620,1212,1.95,0.751,235.8,52.8,False,False,False,False
X51007262330,608,1040,1.71,0.632,223.1,53.4,False,False,False,False
X51007339094,623,1471,2.36,0.916,237.2,42.3,False,False,False,False
X51007339095,623,1515,2.43,0.944,234.8,52.2,False,False,False,False
X51007339097,619,1475,2.38,0.913,239.2,36.2,False,True,False,True
X51007339098,619,1475,2.38,0.913,238.0,40.5,False,False,False,False
X51007339100,619,1483,2.4,0.918,237.4,41.7,False,False,False,False
X51007339106,619,1583,2.56,0.98,236.7,43.2,False,False,False,False
X51007339107,619,1555,2.51,0.963,238.7,36.3,False,True,False,True
X51007339110,615,1407,2.29,0.865,234.9,51.4,False,False,False,False
X51007339111,623,1407,2.26,0.877,233.7,53.8,False,False,False,False
X51007339112,623,1467,2.35,0.914,237.9,39.8,False,True,False,True
X51007339113,623,1475,2.37,0.919,235.3,52.8,False,False,False,False
X51007339114,623,1519,2.44,0.946,232.4,54.5,False,False,False,False
X51007339115,623,1471,2.36,0.916,234.3,53.6,False,False,False,False
X51007339117,623,1591,2.55,0.991,231.4,52.5,False,False,False,False
X51007339118,623,1399,2.25,0.872,234.9,53.8,False,False,False,False
X51007339120,623,1555,2.5,0.969,234.1,53.2,False,False,False,False
X51007339126,623,1519,2.44,0.946,239.2,30.6,False,True,False,True
X51007339130,619,1475,2.38,0.913,234.5,53.8,False,False,False,False
X51007339131,623,1539,2.47,0.959,238.6,30.7,False,True,False,True
X51007339132,635,1323,2.08,0.84,233.3,52.7,False,False,False,False
X51007339133,623,1475,2.37,0.919,234.5,52.0,False,False,False,False
X51007339135,623,1471,2.36,0.916,234.3,53.7,False,False,False,False
X51007339136,623,1719,2.76,1.071,233.8,55.2,False,False,False,False
X51007339139,619,1407,2.27,0.871,239.1,34.0,False,True,False,True
X51007339146,619,1547,2.5,0.958,236.6,37.8,False,True,False,True
X51007339150,623,1475,2.37,0.919,233.4,52.7,False,False,False,False
X51007339151,615,1479,2.4,0.91,234.1,52.8,False,False,False,False
X51007339152,623,1479,2.37,0.921,233.9,52.1,False,False,False,False
X51007339156,619,1475,2.38,0.913,233.7,53.9,False,False,False,False
X51007339157,615,1475,2.4,0.907,234.4,51.6,False,False,False,False
X51007339158,619,1479,2.39,0.916,233.1,52.6,False,False,False,False
X51007339162,623,1511,2.43,0.941,234.0,55.2,False,False,False,False
X51007339164,627,1559,2.49,0.977,233.1,56.2,False,False,False,False
X51007339165,619,1607,2.6,0.995,232.2,54.8,False,False,False,False
X51007339166,623,1511,2.43,0.941,233.8,53.8,False,False,False,False
X51007339167,619,1511,2.44,0.935,233.7,53.1,False,False,False,False
X51007339639,591,1779,3.01,1.051,231.1,18.6,False,True,False,True
X51007339642,595,1771,2.98,1.054,222.5,27.9,False,True,False,True
X51007339643,591,1659,2.81,0.98,227.8,24.9,False,True,False,True
X51007339647,591,1783,3.02,1.054,229.0,25.6,False,True,False,True
X51007339648,591,1803,3.05,1.066,225.7,32.6,False,True,False,True
X51007339650,591,1759,2.98,1.04,226.5,32.0,False,True,False,True
X51007339651,587,1783,3.04,1.047,238.4,21.0,False,True,False,True
X51007339653,591,1395,2.36,0.824,224.8,29.3,False,True,False,True
X51007339656,591,1771,3.0,1.047,228.7,27.7,False,True,False,True
X51007339657,587,1815,3.09,1.065,239.4,20.6,False,True,False,True
X51007339658,587,1771,3.02,1.04,228.0,24.7,False,True,False,True
X51007391372,587,1779,3.03,1.044,203.5,10.3,False,True,False,True
X51007419197,612,984,1.61,0.602,240.8,35.0,False,True,False,True
X51007579726,627,1411,2.25,0.885,245.6,32.8,False,True,False,True
X51007843145,4961,7016,1.41,34.806,252.2,26.2,False,True,False,True
X51007846269,4961,7016,1.41,34.806,253.0,22.0,False,True,False,True
X51007846270,4961,7016,1.41,34.806,251.9,27.0,False,True,False,True
X51007846286,4961,7016,1.41,34.806,252.6,23.7,False,True,False,True
X51007846301,4961,7016,1.41,34.806,252.3,24.5,False,True,False,True
X51007846302,4961,7016,1.41,34.806,251.6,28.5,False,True,False,True
X51007846305,4961,7016,1.41,34.806,249.3,36.7,False,True,False,True
X51007846307,4961,7016,1.41,34.806,252.9,22.5,False,True,False,True
X51007846309,4961,7016,1.41,34.806,252.9,22.5,False,True,False,True
X51007846325,4961,7016,1.41,34.806,252.0,26.4,False,True,False,True
X51007846326,4961,7016,1.41,34.806,251.2,29.9,False,True,False,True
X51007846350,4961,7016,1.41,34.806,251.6,28.4,False,True,False,True
X51007846353,4961,7016,1.41,34.806,251.9,27.2,False,True,False,True
X51007846357,4961,7016,1.41,34.806,253.0,22.0,False,True,False,True
X51007846366,4961,7016,1.41,34.806,250.0,34.7,False,True,False,True
X51007846368,4961,7016,1.41,34.806,250.7,32.1,False,True,False,True
X51007846370,4961,7016,1.41,34.806,252.7,23.6,False,True,False,True
X51007846388,4961,7016,1.41,34.806,253.0,22.2,False,True,False,True
X51007846391,4961,7016,1.41,34.806,252.9,22.6,False,True,False,True
X51007846393,4961,7016,1.41,34.806,250.9,30.8,False,True,False,True
X51007846395,4961,7016,1.41,34.806,253.0,21.8,False,True,False,True
X51007846398,4961,7016,1.41,34.806,252.7,23.5,False,True,False,True
X51007846410,4961,7016,1.41,34.806,251.9,27.2,False,True,False,True
X51007846412,4961,7016,1.41,34.806,251.6,28.3,False,True,False,True
X51007846451,4961,7016,1.41,34.806,252.6,24.3,False,True,False,True
X51008030560,794,1354,1.71,1.075,245.3,24.0,False,True,False,True
X51008030565,791,1623,2.05,1.284,242.3,24.4,False,True,False,True
X51008030566,788,1609,2.04,1.268,244.7,24.0,False,True,False,True
X51008042777,789,1442,1.83,1.138,246.5,26.5,False,True,False,True
X51008042778,791,1512,1.91,1.196,248.3,19.8,False,True,False,True
X51008042782,794,1515,1.91,1.203,243.1,23.6,False,True,False,True
X51008042783,783,1583,2.02,1.239,245.8,21.8,False,True,False,True
X51008042791,792,1447,1.83,1.146,247.3,22.3,False,True,False,True
X51008042792,791,1453,1.84,1.149,246.5,22.5,False,True,False,True
X51008042793,791,1334,1.69,1.055,245.1,28.5,False,True,False,True
X51008063849,757,1204,1.59,0.911,240.3,44.4,False,False,False,False
X51008064061,825,2135,2.59,1.761,244.3,34.9,False,True,False,True
X51008099041,932,1654,1.77,1.542,243.8,34.2,False,True,False,True
X51008099043,928,1738,1.87,1.613,236.1,46.0,False,False,False,False
X51008099044,928,1828,1.97,1.696,242.8,32.3,False,True,False,True
X51008099046,932,1742,1.87,1.624,241.2,38.3,False,True,False,True
X51008099048,932,1974,2.12,1.84,239.5,38.0,False,True,False,True
X51008099049,932,2143,2.3,1.997,241.8,32.5,False,True,False,True
X51008099054,932,2113,2.27,1.969,243.6,34.2,False,True,False,True
X51008099071,932,1718,1.84,1.601,243.2,34.3,False,True,False,True
X51008099073,932,1795,1.93,1.673,242.5,35.9,False,True,False,True
X51008099081,932,1659,1.78,1.546,243.0,27.6,False,True,False,True
X51008099083,936,1829,1.95,1.712,242.4,29.5,False,True,False,True
X51008099084,932,1741,1.87,1.623,241.9,36.3,False,True,False,True
X51008099085,932,1740,1.87,1.622,243.9,35.5,False,True,False,True
X51008099087,932,1964,2.11,1.83,240.0,35.2,False,True,False,True
X51008099089,932,1826,1.96,1.702,239.4,37.6,False,True,False,True
X51008099102,932,2722,2.92,2.537,238.3,37.8,False,True,False,True
X51008114216,936,1663,1.78,1.557,228.5,35.1,False,True,False,True
X51008114217,936,2004,2.14,1.876,229.9,34.7,False,True,False,True
X51008114260,751,1324,1.76,0.994,221.4,26.8,False,True,False,True
X51008114262,748,1397,1.87,1.045,222.8,22.6,False,True,False,True
X51008114266,750,1471,1.96,1.103,216.1,30.3,False,True,False,True
X51008114281,884,1636,1.85,1.446,225.1,38.5,False,True,False,True
X51008114282,888,1741,1.96,1.546,225.0,39.6,False,True,False,True
X51008114283,936,1741,1.86,1.63,233.8,39.0,False,True,False,True
X51008114284,936,1665,1.78,1.558,228.8,34.5,False,True,False,True
X51008114321,936,1749,1.87,1.637,238.2,28.6,False,True,False,True
X51008122920,748,1444,1.93,1.08,241.4,52.7,False,False,False,False
X51008123446,532,1271,2.39,0.676,242.3,50.6,False,False,False,False
X51008123447,532,1305,2.45,0.694,242.2,51.2,False,False,False,False
X51008123450,537,1247,2.32,0.67,240.7,53.5,False,False,False,False
X51008123451,748,1271,1.7,0.951,242.0,50.3,False,False,False,False
X51008123476,532,1295,2.43,0.689,241.9,51.7,False,False,False,False
X51008123580,621,1331,2.14,0.827,241.7,28.7,False,True,False,True
X51008123586,622,1144,1.84,0.712,238.4,48.4,False,False,False,False
X51008123599,622,1310,2.11,0.815,240.2,45.8,False,False,False,False
X51008123604,622,1423,2.29,0.885,239.4,48.2,False,False,False,False
X51008128052,932,1786,1.92,1.665,242.9,35.8,False,True,False,True
X51008128062,928,1559,1.68,1.447,241.9,37.1,False,True,False,True
X51008128065,884,1613,1.82,1.426,221.9,47.7,False,False,False,False
X51008142005,791,1794,2.27,1.419,242.9,29.2,False,True,False,True
X51008142030,936,1992,2.13,1.865,241.6,35.8,False,True,False,True
X51008142031,932,2166,2.32,2.019,244.4,29.6,False,True,False,True
X51008142032,932,2167,2.33,2.02,244.7,27.7,False,True,False,True
X51008142033,936,1949,2.08,1.824,241.6,32.4,False,True,False,True
X51008142034,884,1854,2.1,1.639,230.7,34.5,False,True,False,True
X51008142038,892,1686,1.89,1.504,222.6,45.4,False,False,False,False
X51008142058,928,2110,2.27,1.958,241.4,36.1,False,True,False,True
X51008142059,932,2211,2.37,2.061,241.0,37.8,False,True,False,True
X51008142060,928,2143,2.31,1.989,240.6,37.7,False,True,False,True
X51008142061,932,2214,2.38,2.063,241.0,38.6,False,True,False,True
X51008142062,928,2213,2.38,2.054,241.7,36.4,False,True,False,True
X51008142063,928,2350,2.53,2.181,239.2,42.9,False,False,False,False
X51008142065,932,2354,2.53,2.194,238.3,41.4,False,False,False,False
X51008142068,928,2104,2.27,1.953,242.5,34.6,False,True,False,True
X51008145450,616,1304,2.12,0.803,246.2,30.9,False,True,False,True
X51008145504,616,1020,1.66,0.628,244.1,34.7,False,True,False,True
X51008145505,646,1267,1.96,0.818,230.3,63.0,False,False,False,False
X51008164420,936,2248,2.4,2.104,240.1,34.5,False,True,False,True
X51008164510,660,1243,1.88,0.82,226.9,54.4,False,False,False,False
X51008164524,924,1771,1.92,1.636,218.4,45.8,False,False,False,False
X51008164525,928,1662,1.79,1.542,225.9,52.6,False,False,False,False
X51008164969,795,1799,2.26,1.43,243.2,27.4,False,True,False,True
X51008164991,790,1634,2.07,1.291,243.5,26.6,False,True,False,True
X51008164992,791,1848,2.34,1.462,241.5,26.8,False,True,False,True
X51008164996,795,1784,2.24,1.418,246.0,25.2,False,True,False,True
X51008164997,795,1705,2.14,1.355,245.2,24.7,False,True,False,True
X51008164998,793,1636,2.06,1.297,245.9,26.4,False,True,False,True
X51008164999,791,1932,2.44,1.528,246.4,25.8,False,True,False,True
X51009453801,583,1303,2.23,0.76,251.4,14.5,False,True,False,True
X51009453804,619,875,1.41,0.542,246.4,30.5,False,True,False,True
